age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
31.0, ?,284153.1, Doctorate,14.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.0, Mexico, >50K
37.0, ?,260514.62, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,339794.78, Doctorate,3.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,301245.94, 12th,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,307261.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,311826.06, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
39.0, Private,301433.1, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,347614.88, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,318945.84, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,44.0, Mexico, >50K
36.0, Private,331913.7, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
40.0, ?,295570.12, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,320644.7, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
33.0, ?,330490.0, Doctorate,3.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
38.0, ?,304612.72, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,278227.56, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,296361.0, Doctorate,8.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,320290.0, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,346883.4, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,353278.3, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,37.0, Japan, >50K
34.0, ?,308322.3, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, <=50K
38.0, ?,292502.56, Doctorate,4.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,42.0, Mexico, >50K
32.0, Private,325304.8, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
29.0, ?,351021.97, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,320351.1, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,341852.28, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,25.904104, Mexico, >50K
35.0, ?,357288.8, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
29.0, ?,328919.03, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,341079.1, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,334901.03, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, Private,277572.44, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,285588.94, Doctorate,4.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,44.0, Mexico, >50K
32.0, ?,275349.38, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,326168.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,348919.25, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,378877.47, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
36.0, Private,341045.8, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,297617.34, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,255514.17, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,30.0, Mexico, <=50K
33.0, ?,386221.34, 12th,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,332289.6, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.0, Mexico, >50K
35.0, Private,334460.44, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
28.0, ?,322538.38, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,308541.53, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
38.0, Private,368040.56, 12th,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
39.0, ?,268392.9, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,330872.16, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,297890.3, Doctorate,13.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,36.691837, Mexico, >50K
30.0, ?,304870.0, Doctorate,8.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, Private,333835.75, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.0, Mexico, >50K
32.0, ?,330021.03, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, Private,308876.94, Doctorate,3.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
27.0, Private,377899.0, Doctorate,7.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,15.0, Mexico, >50K
35.0, ?,346207.06, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Mexico, >50K
40.0, ?,326069.62, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.21399, ?,343602.78, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,36.0, Mexico, >50K
31.0, ?,316306.28, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,382560.25, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
32.0, ?,349858.66, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,330718.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, Private,312022.62, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,330030.47, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
36.0, ?,323956.5, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,318780.4, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, Private,333655.0, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
35.0, ?,330288.9, Doctorate,7.0, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
31.0, ?,314179.94, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
38.0, ?,327393.66, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
33.0, ?,344963.8, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,294521.47, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
34.0, Private,327308.56, 12th,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
29.0, ?,319737.3, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,311885.56, Doctorate,3.773274, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
34.0, ?,340282.44, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, Private,372499.28, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,337311.47, Doctorate,4.0, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,319255.3, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,349098.4, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, Private,270099.34, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
28.0, ?,357333.7, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, Private,372459.8, 12th,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,301406.56, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,286889.84, Doctorate,7.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
35.0, Private,295012.7, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,350630.97, 12th,5.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Guatemala, >50K
34.0, ?,374371.38, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,283523.78, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,25.0, Mexico, >50K
35.0, Private,320848.88, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,323139.3, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, Private,322203.9, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,362317.8, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, Private,335855.12, Doctorate,8.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,25.0, Mexico, >50K
33.0, ?,364103.53, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,362987.7, Doctorate,5.4367056, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.401016, Private,355266.84, Doctorate,10.0, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,299650.3, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,36.0, Mexico, >50K
34.0, ?,293491.7, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,360228.84, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,397719.3, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, Private,356735.25, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,15.0, Mexico, >50K
35.0, ?,341999.06, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,306680.25, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,327289.62, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,368479.56, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
45.0, ?,339984.16, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
37.0, ?,330513.88, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
33.0, ?,309799.28, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, Private,314177.72, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,295986.62, Doctorate,8.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,358677.9, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, Private,322941.22, Doctorate,6.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
38.0, ?,371048.4, Doctorate,3.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,357609.22, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,301580.47, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,381396.94, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,402772.5, Doctorate,5.8015666, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,349506.16, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,337594.4, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
31.0, ?,281701.22, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, Private,268113.8, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,349061.72, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
40.0, ?,285304.88, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,358699.75, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,50.0, Mexico, >50K
32.0, ?,231702.9, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,307555.53, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.0, United-States, >50K
33.0, ?,351168.66, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,48.0, Mexico, >50K
37.0, Private,392774.44, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,324602.16, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,279083.3, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, Private,337802.06, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.41756, Mexico, >50K
31.0, Private,339005.97, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
35.0, ?,334499.38, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, ?,343859.03, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
34.681232, Private,309975.97, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
38.0, ?,347905.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,384375.6, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
42.0, ?,339232.44, 12th,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.437813, ?,319092.94, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,250825.33, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,25.0, Mexico, >50K
32.0, ?,298555.9, Doctorate,11.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.06538, ?,373996.94, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
31.0, ?,336859.25, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
34.0, Private,353389.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,286202.44, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
40.0, Private,266696.0, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,346974.8, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, ?,272390.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.0, Mexico, >50K
33.0, ?,327684.84, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,36.0, Mexico, >50K
34.0, ?,362447.25, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,233669.89, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,345594.1, Doctorate,8.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,344434.22, Doctorate,7.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,283806.22, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,355117.7, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
32.0, ?,301899.06, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,334882.12, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.226526, ?,389969.47, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, Mexico, >50K
34.0, ?,367245.97, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,25.0, Mexico, >50K
32.0, ?,334556.62, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
30.0, Private,324014.66, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
28.0, ?,325662.66, Doctorate,10.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,330779.5, Doctorate,3.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
37.0, ?,278272.28, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,35.0, Mexico, >50K
33.0, ?,307848.94, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
32.0, ?,330085.38, Doctorate,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,311196.62, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,50.0, Mexico, >50K
39.0, ?,299352.28, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
36.0, Private,326066.62, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,322400.9, Doctorate,5.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,285229.6, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
35.0, ?,303195.47, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,42.0, Mexico, >50K
34.0, ?,343549.97, Doctorate,6.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, Mexico, >50K
35.0, Private,331580.88, Doctorate,7.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,44.035458, Mexico, >50K
33.0, ?,368387.38, Doctorate,4.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, ?,331357.16, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
33.0, Private,316429.06, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,38.0, Mexico, >50K
32.0, ?,335477.75, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
34.0, ?,273408.5, Doctorate,9.0, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico, >50K
